notice_id,cluster_id,portal_id,copy_index,is_corrigendum,archetype
N003557,OPP001698,P020,4,True,plain
N003558,OPP001698,P005,5,False,nodal_a
N003559,OPP001698,P006,6,False,nodal_b
N003560,OPP001699,P001,0,False,nodal_a
N003561,OPP001700,P005,0,False,nodal_a
N003562,OPP001701,P215,0,False,plain
N003563,OPP001702,P003,0,False,nodal_b
N003564,OPP001702,P160,1,False,html_ish
N003565,OPP001702,P005,2,False,nodal_a
N003566,OPP001703,P004,0,False,nodal_b
N003567,OPP001703,P006,1,True,nodal_b
N003568,OPP001703,P094,2,True,plain
N003569,OPP001703,P005,3,False,nodal_a
N003570,OPP001703,P120,4,True,legacy
N003571,OPP001703,P240,5,False,shouty
N003572,OPP001703,P020,6,True,plain
N003573,OPP001704,P002,0,False,nodal_a
N003574,OPP001704,P004,1,True,nodal_b
N003575,OPP001704,P003,2,False,nodal_b
N003576,OPP001704,P005,3,False,nodal_a
N003577,OPP001705,P094,0,False,plain
N003578,OPP001706,P002,0,False,nodal_a
N003579,OPP001707,P094,0,False,plain
N003580,OPP001707,P005,1,False,nodal_a
N003581,OPP001707,P020,2,True,plain
N003582,OPP001707,P001,3,False,nodal_a
N003583,OPP001707,P006,4,False,nodal_b
N003584,OPP001707,P003,5,True,nodal_b
N003585,OPP001707,P004,6,False,nodal_b
N003586,OPP001707,P217,7,False,plain
N003587,OPP001707,P141,8,False,municipal
N003588,OPP001708,P149,0,False,shouty
N003589,OPP001708,P129,1,False,municipal
N003590,OPP001709,P091,0,False,municipal
N003591,OPP001710,P005,0,False,nodal_a
N003592,OPP001710,P089,1,True,html_ish
N003593,OPP001710,P245,2,False,terse
N003594,OPP001711,P240,0,False,shouty
N003595,OPP001712,P005,0,False,nodal_a
N003596,OPP001712,P084,1,False,terse
N003597,OPP001713,P001,0,False,nodal_a
N003598,OPP001714,P006,0,False,nodal_b
N003599,OPP001715,P232,0,False,plain
N003600,OPP001715,P020,1,False,plain
N003601,OPP001715,P044,2,False,plain
N003602,OPP001716,P213,0,False,municipal
N003603,OPP001716,P003,1,True,nodal_b
N003604,OPP001717,P094,0,False,plain
N003605,OPP001718,P020,0,False,plain
N003606,OPP001719,P096,0,False,html_ish
N003607,OPP001720,P002,0,False,nodal_a
N003608,OPP001721,P002,0,False,nodal_a
N003609,OPP001721,P005,1,False,nodal_a
N003610,OPP001721,P004,2,False,nodal_b
N003611,OPP001722,P235,0,False,municipal
N003612,OPP001723,P094,0,False,plain
N003613,OPP001723,P181,1,True,plain
N003614,OPP001724,P227,0,False,plain
N003615,OPP001724,P002,1,True,nodal_a
N003616,OPP001724,P094,2,True,plain
N003617,OPP001724,P054,3,False,plain
N003618,OPP001725,P094,0,False,plain
N003619,OPP001726,P094,0,False,plain
N003620,OPP001726,P002,1,False,nodal_a
N003621,OPP001727,P096,0,False,html_ish
N003622,OPP001728,P004,0,False,nodal_b
N003623,OPP001729,P215,0,False,plain
N003624,OPP001730,P240,0,False,shouty
N003625,OPP001730,P211,1,False,shouty
N003626,OPP001730,P006,2,True,nodal_b
N003627,OPP001731,P002,0,False,nodal_a
N003628,OPP001732,P044,0,False,plain
N003629,OPP001732,P002,1,False,nodal_a
N003630,OPP001733,P109,0,False,plain
N003631,OPP001734,P003,0,False,nodal_b
N003632,OPP001734,P005,1,False,nodal_a
N003633,OPP001734,P200,2,False,plain
N003634,OPP001735,P005,0,False,nodal_a
N003635,OPP001736,P005,0,False,nodal_a
N003636,OPP001737,P004,0,False,nodal_b
N003637,OPP001737,P122,1,False,shouty
N003638,OPP001737,P244,2,True,terse
N003639,OPP001737,P183,3,False,municipal
N003640,OPP001737,P001,4,False,nodal_a
N003641,OPP001737,P020,5,True,plain
N003642,OPP001737,P248,6,False,legacy
N003643,OPP001737,P003,7,True,nodal_b
N003644,OPP001737,P005,8,False,nodal_a
N003645,OPP001738,P006,0,False,nodal_b
N003646,OPP001739,P068,0,False,shouty
N003647,OPP001740,P216,0,False,html_ish
N003648,OPP001741,P046,0,False,terse
N003649,OPP001742,P006,0,False,nodal_b
N003650,OPP001743,P235,0,False,municipal
N003651,OPP001744,P136,0,False,html_ish
N003652,OPP001745,P002,0,False,nodal_a
N003653,OPP001745,P006,1,False,nodal_b
N003654,OPP001746,P202,0,False,legacy
N003655,OPP001746,P240,1,True,shouty
N003656,OPP001746,P215,2,False,plain
N003657,OPP001747,P094,0,False,plain
N003658,OPP001748,P195,0,False,html_ish
N003659,OPP001748,P002,1,True,nodal_a
N003660,OPP001748,P001,2,False,nodal_a
N003661,OPP001748,P044,3,False,plain
N003662,OPP001748,P008,4,False,terse
N003663,OPP001748,P006,5,False,nodal_b
N003664,OPP001748,P042,6,False,plain
N003665,OPP001749,P172,0,False,municipal
N003666,OPP001749,P120,1,True,legacy
N003667,OPP001750,P094,0,False,plain
N003668,OPP001750,P146,1,True,html_ish
N003669,OPP001750,P069,2,False,html_ish
N003670,OPP001750,P017,3,False,municipal
N003671,OPP001750,P004,4,False,nodal_b
N003672,OPP001750,P006,5,True,nodal_b
N003673,OPP001751,P094,0,False,plain
N003674,OPP001752,P004,0,False,nodal_b
N003675,OPP001753,P005,0,False,nodal_a
N003676,OPP001754,P002,0,False,nodal_a
N003677,OPP001755,P002,0,False,nodal_a
N003678,OPP001755,P044,1,True,plain
N003679,OPP001755,P001,2,False,nodal_a
N003680,OPP001755,P192,3,True,legacy
N003681,OPP001756,P004,0,False,nodal_b
N003682,OPP001756,P020,1,False,plain
N003683,OPP001756,P240,2,False,shouty
N003684,OPP001756,P006,3,False,nodal_b
N003685,OPP001756,P137,4,False,html_ish
N003686,OPP001756,P192,5,False,legacy
N003687,OPP001756,P097,6,False,html_ish
N003688,OPP001757,P005,0,False,nodal_a
N003689,OPP001758,P001,0,False,nodal_a
N003690,OPP001759,P002,0,False,nodal_a
N003691,OPP001760,P003,0,False,nodal_b
N003692,OPP001760,P005,1,False,nodal_a
N003693,OPP001760,P112,2,False,shouty
N003694,OPP001761,P004,0,False,nodal_b
N003695,OPP001761,P094,1,False,plain
N003696,OPP001762,P005,0,False,nodal_a
N003697,OPP001762,P001,1,False,nodal_a
N003698,OPP001762,P175,2,True,plain
N003699,OPP001762,P003,3,False,nodal_b
N003700,OPP001762,P088,4,True,plain
N003701,OPP001762,P094,5,True,plain
N003702,OPP001762,P240,6,False,shouty
N003703,OPP001763,P060,0,False,plain
N003704,OPP001763,P116,1,True,shouty
N003705,OPP001763,P094,2,False,plain
N003706,OPP001763,P215,3,True,plain
N003707,OPP001763,P235,4,False,municipal
N003708,OPP001764,P094,0,False,plain
N003709,OPP001765,P258,0,False,html_ish
N003710,OPP001766,P001,0,False,nodal_a
N003711,OPP001767,P004,0,False,nodal_b
N003712,OPP001767,P094,1,False,plain
N003713,OPP001768,P003,0,False,nodal_b
N003714,OPP001769,P003,0,False,nodal_b
N003715,OPP001769,P005,1,False,nodal_a
N003716,OPP001770,P002,0,False,nodal_a
N003717,OPP001771,P181,0,False,plain
N003718,OPP001772,P072,0,False,html_ish
N003719,OPP001773,P239,0,False,plain
N003720,OPP001773,P046,1,True,terse
N003721,OPP001773,P073,2,False,shouty
N003722,OPP001774,P094,0,False,plain
N003723,OPP001775,P240,0,False,shouty
N003724,OPP001776,P094,0,False,plain
N003725,OPP001776,P002,1,False,nodal_a
N003726,OPP001776,P127,2,True,shouty
N003727,OPP001777,P240,0,False,shouty
N003728,OPP001778,P081,0,False,municipal
N003729,OPP001779,P044,0,False,plain
N003730,OPP001780,P013,0,False,terse
N003731,OPP001781,P005,0,False,nodal_a
N003732,OPP001781,P013,1,True,terse
N003733,OPP001781,P094,2,False,plain
N003734,OPP001782,P004,0,False,nodal_b
N003735,OPP001782,P001,1,False,nodal_a
N003736,OPP001782,P094,2,True,plain
N003737,OPP001783,P001,0,False,nodal_a
N003738,OPP001783,P094,1,True,plain
N003739,OPP001783,P004,2,True,nodal_b
N003740,OPP001784,P124,0,False,plain
N003741,OPP001785,P240,0,False,shouty
N003742,OPP001785,P094,1,False,plain
N003743,OPP001785,P105,2,False,municipal
N003744,OPP001785,P041,3,False,html_ish
N003745,OPP001785,P003,4,True,nodal_b
N003746,OPP001786,P232,0,False,plain
N003747,OPP001787,P003,0,False,nodal_b
N003748,OPP001788,P005,0,False,nodal_a
N003749,OPP001788,P003,1,False,nodal_b
N003750,OPP001788,P177,2,False,html_ish
N003751,OPP001788,P006,3,True,nodal_b
N003752,OPP001788,P179,4,True,html_ish
N003753,OPP001789,P006,0,False,nodal_b
N003754,OPP001790,P001,0,False,nodal_a
N003755,OPP001791,P002,0,False,nodal_a
N003756,OPP001791,P003,1,True,nodal_b
N003757,OPP001792,P218,0,False,legacy
N003758,OPP001793,P002,0,False,nodal_a
N003759,OPP001794,P085,0,False,municipal
N003760,OPP001794,P094,1,False,plain
N003761,OPP001795,P008,0,False,terse
N003762,OPP001796,P240,0,False,shouty
N003763,OPP001797,P004,0,False,nodal_b
N003764,OPP001797,P002,1,False,nodal_a
N003765,OPP001797,P003,2,False,nodal_b
N003766,OPP001797,P061,3,False,html_ish
N003767,OPP001797,P094,4,False,plain
N003768,OPP001797,P188,5,True,plain
N003769,OPP001798,P094,0,False,plain
N003770,OPP001799,P136,0,False,html_ish
N003771,OPP001800,P003,0,False,nodal_b
N003772,OPP001800,P044,1,False,plain
N003773,OPP001800,P232,2,False,plain
N003774,OPP001800,P088,3,False,plain
N003775,OPP001800,P094,4,True,plain
N003776,OPP001800,P122,5,True,shouty
N003777,OPP001800,P005,6,True,nodal_a
N003778,OPP001800,P161,7,False,municipal
N003779,OPP001801,P094,0,False,plain
N003780,OPP001802,P006,0,False,nodal_b
N003781,OPP001803,P099,0,False,html_ish
N003782,OPP001803,P094,1,False,plain
N003783,OPP001803,P020,2,True,plain
N003784,OPP001803,P240,3,False,shouty
N003785,OPP001804,P200,0,False,plain
N003786,OPP001804,P002,1,False,nodal_a
N003787,OPP001804,P094,2,True,plain
N003788,OPP001804,P071,3,False,html_ish
N003789,OPP001804,P006,4,False,nodal_b
N003790,OPP001804,P005,5,False,nodal_a
N003791,OPP001804,P073,6,False,shouty
N003792,OPP001804,P129,7,False,municipal
N003793,OPP001805,P146,0,False,html_ish
N003794,OPP001806,P094,0,False,plain
N003795,OPP001806,P002,1,False,nodal_a
N003796,OPP001806,P005,2,True,nodal_a
N003797,OPP001806,P081,3,False,municipal
N003798,OPP001807,P005,0,False,nodal_a
N003799,OPP001807,P159,1,False,plain
N003800,OPP001808,P073,0,False,shouty
N003801,OPP001808,P004,1,False,nodal_b
N003802,OPP001808,P013,2,True,terse
N003803,OPP001809,P183,0,False,municipal
N003804,OPP001810,P005,0,False,nodal_a
N003805,OPP001811,P003,0,False,nodal_b
N003806,OPP001811,P240,1,False,shouty
N003807,OPP001811,P060,2,True,plain
N003808,OPP001811,P001,3,False,nodal_a
N003809,OPP001812,P053,0,False,municipal
N003810,OPP001812,P004,1,True,nodal_b
N003811,OPP001812,P002,2,False,nodal_a
N003812,OPP001812,P020,3,False,plain
N003813,OPP001813,P219,0,False,plain
N003814,OPP001814,P002,0,False,nodal_a
N003815,OPP001815,P003,0,False,nodal_b
N003816,OPP001816,P002,0,False,nodal_a
N003817,OPP001816,P013,1,False,terse
N003818,OPP001817,P167,0,False,municipal
N003819,OPP001817,P006,1,False,nodal_b
N003820,OPP001818,P005,0,False,nodal_a
N003821,OPP001819,P002,0,False,nodal_a
N003822,OPP001820,P001,0,False,nodal_a
N003823,OPP001821,P001,0,False,nodal_a
N003824,OPP001822,P094,0,False,plain
N003825,OPP001823,P242,0,False,shouty
N003826,OPP001824,P017,0,False,municipal
N003827,OPP001824,P004,1,False,nodal_b
N003828,OPP001825,P238,0,False,plain
N003829,OPP001825,P094,1,True,plain
N003830,OPP001826,P002,0,False,nodal_a
N003831,OPP001826,P003,1,True,nodal_b
N003832,OPP001826,P200,2,False,plain
N003833,OPP001826,P094,3,False,plain
N003834,OPP001826,P001,4,False,nodal_a
N003835,OPP001826,P115,5,False,plain
N003836,OPP001826,P006,6,False,nodal_b
N003837,OPP001826,P004,7,False,nodal_b
N003838,OPP001827,P002,0,False,nodal_a
N003839,OPP001828,P003,0,False,nodal_b
N003840,OPP001829,P231,0,False,plain
N003841,OPP001829,P004,1,True,nodal_b
N003842,OPP001829,P136,2,False,html_ish
N003843,OPP001829,P094,3,False,plain
N003844,OPP001829,P239,4,False,plain
N003845,OPP001830,P111,0,False,shouty
N003846,OPP001830,P001,1,True,nodal_a
N003847,OPP001830,P002,2,False,nodal_a
N003848,OPP001831,P006,0,False,nodal_b
N003849,OPP001832,P005,0,False,nodal_a
N003850,OPP001832,P209,1,True,terse
N003851,OPP001833,P006,0,False,nodal_b
N003852,OPP001834,P094,0,False,plain
N003853,OPP001835,P172,0,False,municipal
N003854,OPP001836,P232,0,False,plain
N003855,OPP001836,P004,1,True,nodal_b
N003856,OPP001837,P094,0,False,plain
N003857,OPP001838,P159,0,False,plain
N003858,OPP001839,P094,0,False,plain
N003859,OPP001840,P002,0,False,nodal_a
N003860,OPP001841,P004,0,False,nodal_b
N003861,OPP001841,P255,1,False,shouty
N003862,OPP001841,P005,2,False,nodal_a
N003863,OPP001842,P006,0,False,nodal_b
N003864,OPP001842,P004,1,True,nodal_b
N003865,OPP001842,P002,2,True,nodal_a
N003866,OPP001842,P146,3,False,html_ish
N003867,OPP001842,P094,4,False,plain
N003868,OPP001843,P172,0,False,municipal
N003869,OPP001844,P006,0,False,nodal_b
N003870,OPP001844,P241,1,False,plain
N003871,OPP001844,P136,2,False,html_ish
N003872,OPP001844,P066,3,False,terse
N003873,OPP001844,P216,4,True,html_ish
N003874,OPP001844,P002,5,False,nodal_a
N003875,OPP001844,P240,6,False,shouty
N003876,OPP001844,P020,7,False,plain
N003877,OPP001844,P001,8,False,nodal_a
N003878,OPP001845,P241,0,False,plain
N003879,OPP001845,P232,1,False,plain
N003880,OPP001846,P005,0,False,nodal_a
N003881,OPP001847,P225,0,False,municipal
N003882,OPP001848,P004,0,False,nodal_b
N003883,OPP001849,P006,0,False,nodal_b
N003884,OPP001850,P002,0,False,nodal_a
N003885,OPP001850,P094,1,False,plain
N003886,OPP001850,P001,2,True,nodal_a
N003887,OPP001851,P242,0,False,shouty
N003888,OPP001852,P003,0,False,nodal_b
N003889,OPP001853,P094,0,False,plain
N003890,OPP001854,P013,0,False,terse
N003891,OPP001855,P005,0,False,nodal_a
N003892,OPP001856,P002,0,False,nodal_a
N003893,OPP001857,P094,0,False,plain
N003894,OPP001858,P005,0,False,nodal_a
N003895,OPP001859,P020,0,False,plain
N003896,OPP001860,P004,0,False,nodal_b
N003897,OPP001861,P059,0,False,municipal
N003898,OPP001862,P005,0,False,nodal_a
N003899,OPP001863,P094,0,False,plain
N003900,OPP001864,P003,0,False,nodal_b
N003901,OPP001865,P094,0,False,plain
N003902,OPP001866,P005,0,False,nodal_a
N003903,OPP001867,P003,0,False,nodal_b
N003904,OPP001867,P002,1,True,nodal_a
N003905,OPP001868,P004,0,False,nodal_b
N003906,OPP001868,P026,1,True,municipal
N003907,OPP001868,P002,2,True,nodal_a
N003908,OPP001868,P020,3,False,plain
N003909,OPP001868,P001,4,False,nodal_a
N003910,OPP001869,P001,0,False,nodal_a
N003911,OPP001870,P094,0,False,plain
N003912,OPP001870,P227,1,False,plain
N003913,OPP001871,P020,0,False,plain
N003914,OPP001872,P183,0,False,municipal
N003915,OPP001872,P094,1,True,plain
N003916,OPP001872,P215,2,False,plain
N003917,OPP001872,P013,3,False,terse
N003918,OPP001872,P003,4,False,nodal_b
N003919,OPP001872,P004,5,False,nodal_b
N003920,OPP001872,P202,6,True,legacy
N003921,OPP001872,P039,7,False,plain
N003922,OPP001872,P006,8,False,nodal_b
N003923,OPP001873,P006,0,False,nodal_b
N003924,OPP001874,P005,0,False,nodal_a
N003925,OPP001874,P238,1,False,plain
N003926,OPP001874,P057,2,False,municipal
N003927,OPP001875,P013,0,False,terse
N003928,OPP001875,P006,1,False,nodal_b
N003929,OPP001876,P005,0,False,nodal_a
N003930,OPP001877,P006,0,False,nodal_b
N003931,OPP001878,P001,0,False,nodal_a
N003932,OPP001879,P194,0,False,municipal
N003933,OPP001880,P152,0,False,municipal
N003934,OPP001881,P094,0,False,plain
N003935,OPP001882,P131,0,False,legacy
N003936,OPP001883,P004,0,False,nodal_b
N003937,OPP001884,P248,0,False,legacy
N003938,OPP001885,P003,0,False,nodal_b
N003939,OPP001885,P116,1,True,shouty
N003940,OPP001885,P215,2,True,plain
N003941,OPP001886,P005,0,False,nodal_a
N003942,OPP001886,P186,1,False,html_ish
N003943,OPP001886,P004,2,True,nodal_b
N003944,OPP001886,P229,3,False,html_ish
N003945,OPP001887,P247,0,False,shouty
N003946,OPP001887,P020,1,False,plain
N003947,OPP001888,P240,0,False,shouty
N003948,OPP001888,P006,1,False,nodal_b
N003949,OPP001888,P004,2,False,nodal_b
N003950,OPP001889,P003,0,False,nodal_b
N003951,OPP001889,P005,1,False,nodal_a
N003952,OPP001889,P002,2,False,nodal_a
N003953,OPP001890,P005,0,False,nodal_a
N003954,OPP001891,P005,0,False,nodal_a
N003955,OPP001892,P002,0,False,nodal_a
N003956,OPP001893,P136,0,False,html_ish
N003957,OPP001893,P030,1,True,municipal
N003958,OPP001894,P181,0,False,plain
N003959,OPP001894,P094,1,False,plain
N003960,OPP001894,P071,2,False,html_ish
N003961,OPP001895,P108,0,False,municipal
N003962,OPP001896,P094,0,False,plain
N003963,OPP001897,P005,0,False,nodal_a
N003964,OPP001898,P094,0,False,plain
N003965,OPP001899,P094,0,False,plain
N003966,OPP001899,P017,1,False,municipal
N003967,OPP001899,P181,2,True,plain
N003968,OPP001899,P002,3,False,nodal_a
N003969,OPP001899,P098,4,True,municipal
N003970,OPP001899,P179,5,True,html_ish
N003971,OPP001899,P183,6,False,municipal
N003972,OPP001899,P196,7,False,html_ish
N003973,OPP001900,P094,0,False,plain
N003974,OPP001901,P225,0,False,municipal
N003975,OPP001901,P004,1,True,nodal_b
N003976,OPP001901,P079,2,False,html_ish
N003977,OPP001901,P003,3,True,nodal_b
N003978,OPP001902,P005,0,False,nodal_a
N003979,OPP001903,P094,0,False,plain
N003980,OPP001904,P001,0,False,nodal_a
N003981,OPP001904,P187,1,True,municipal
N003982,OPP001904,P005,2,False,nodal_a
N003983,OPP001904,P020,3,False,plain
N003984,OPP001905,P004,0,False,nodal_b
N003985,OPP001906,P026,0,False,municipal
N003986,OPP001907,P228,0,False,html_ish
N003987,OPP001908,P008,0,False,terse
N003988,OPP001909,P001,0,False,nodal_a
N003989,OPP001910,P094,0,False,plain
N003990,OPP001910,P044,1,False,plain
N003991,OPP001910,P240,2,False,shouty
N003992,OPP001910,P235,3,True,municipal
N003993,OPP001911,P168,0,False,municipal
N003994,OPP001912,P006,0,False,nodal_b
N003995,OPP001912,P002,1,True,nodal_a
N003996,OPP001913,P094,0,False,plain
N003997,OPP001914,P241,0,False,plain
N003998,OPP001915,P004,0,False,nodal_b
N003999,OPP001915,P240,1,False,shouty
N004000,OPP001915,P219,2,False,plain
N004001,OPP001916,P004,0,False,nodal_b
N004002,OPP001916,P003,1,True,nodal_b
N004003,OPP001916,P232,2,False,plain
N004004,OPP001916,P162,3,True,plain
N004005,OPP001917,P005,0,False,nodal_a
N004006,OPP001918,P001,0,False,nodal_a
N004007,OPP001918,P005,1,True,nodal_a
N004008,OPP001918,P248,2,False,legacy
N004009,OPP001919,P094,0,False,plain
N004010,OPP001920,P217,0,False,plain
N004011,OPP001921,P001,0,False,nodal_a
N004012,OPP001922,P004,0,False,nodal_b
N004013,OPP001922,P002,1,False,nodal_a
N004014,OPP001923,P015,0,False,terse
N004015,OPP001924,P168,0,False,municipal
N004016,OPP001925,P002,0,False,nodal_a
N004017,OPP001925,P013,1,False,terse
N004018,OPP001926,P094,0,False,plain
N004019,OPP001927,P005,0,False,nodal_a
N004020,OPP001927,P001,1,False,nodal_a
N004021,OPP001928,P207,0,False,plain
N004022,OPP001929,P001,0,False,nodal_a
N004023,OPP001930,P234,0,False,municipal
N004024,OPP001930,P094,1,False,plain
N004025,OPP001930,P122,2,True,shouty
N004026,OPP001931,P041,0,False,html_ish
N004027,OPP001931,P240,1,True,shouty
N004028,OPP001931,P022,2,False,terse
N004029,OPP001932,P006,0,False,nodal_b
N004030,OPP001932,P064,1,True,plain
N004031,OPP001933,P240,0,False,shouty
N004032,OPP001933,P094,1,False,plain
N004033,OPP001933,P257,2,True,html_ish
N004034,OPP001934,P094,0,False,plain
N004035,OPP001934,P096,1,True,html_ish
N004036,OPP001935,P094,0,False,plain
N004037,OPP001935,P003,1,True,nodal_b
N004038,OPP001935,P189,2,True,plain
N004039,OPP001935,P112,3,False,shouty
N004040,OPP001936,P232,0,False,plain
N004041,OPP001937,P005,0,False,nodal_a
N004042,OPP001938,P094,0,False,plain
N004043,OPP001939,P006,0,False,nodal_b
N004044,OPP001940,P169,0,False,shouty
N004045,OPP001941,P005,0,False,nodal_a
N004046,OPP001942,P208,0,False,plain
N004047,OPP001942,P094,1,False,plain
N004048,OPP001942,P005,2,True,nodal_a
N004049,OPP001943,P006,0,False,nodal_b
N004050,OPP001944,P189,0,False,plain
N004051,OPP001945,P094,0,False,plain
N004052,OPP001945,P004,1,False,nodal_b
N004053,OPP001946,P001,0,False,nodal_a
N004054,OPP001947,P004,0,False,nodal_b
N004055,OPP001948,P094,0,False,plain
N004056,OPP001949,P191,0,False,plain
N004057,OPP001950,P005,0,False,nodal_a
N004058,OPP001951,P014,0,False,html_ish
N004059,OPP001951,P217,1,False,plain
N004060,OPP001951,P181,2,False,plain
N004061,OPP001951,P094,3,True,plain
N004062,OPP001951,P256,4,True,legacy
N004063,OPP001952,P002,0,False,nodal_a
N004064,OPP001952,P034,1,False,shouty
N004065,OPP001952,P004,2,False,nodal_b
N004066,OPP001952,P035,3,False,plain
N004067,OPP001952,P094,4,True,plain
N004068,OPP001952,P140,5,False,terse
N004069,OPP001953,P006,0,False,nodal_b
N004070,OPP001953,P041,1,True,html_ish
N004071,OPP001953,P181,2,False,plain
N004072,OPP001953,P150,3,False,html_ish
N004073,OPP001953,P213,4,False,municipal
N004074,OPP001954,P003,0,False,nodal_b
N004075,OPP001955,P004,0,False,nodal_b
N004076,OPP001955,P094,1,False,plain
N004077,OPP001955,P020,2,True,plain
N004078,OPP001955,P006,3,False,nodal_b
N004079,OPP001955,P142,4,False,terse
N004080,OPP001955,P002,5,False,nodal_a
N004081,OPP001955,P001,6,True,nodal_a
N004082,OPP001956,P004,0,False,nodal_b
N004083,OPP001957,P240,0,False,shouty
N004084,OPP001958,P006,0,False,nodal_b
N004085,OPP001958,P069,1,True,html_ish
N004086,OPP001958,P172,2,True,municipal
N004087,OPP001959,P246,0,False,plain
N004088,OPP001960,P181,0,False,plain
N004089,OPP001960,P227,1,True,plain
N004090,OPP001960,P003,2,True,nodal_b
N004091,OPP001960,P094,3,False,plain
N004092,OPP001961,P094,0,False,plain
N004093,OPP001962,P222,0,False,plain
N004094,OPP001963,P015,0,False,terse
N004095,OPP001963,P088,1,True,plain
N004096,OPP001963,P135,2,False,html_ish
N004097,OPP001963,P176,3,True,plain
N004098,OPP001964,P005,0,False,nodal_a
N004099,OPP001964,P194,1,False,municipal
N004100,OPP001964,P006,2,True,nodal_b
N004101,OPP001964,P002,3,True,nodal_a
N004102,OPP001964,P130,4,False,plain
N004103,OPP001964,P090,5,False,terse
N004104,OPP001965,P006,0,False,nodal_b
N004105,OPP001966,P044,0,False,plain
N004106,OPP001967,P002,0,False,nodal_a
N004107,OPP001967,P006,1,False,nodal_b
N004108,OPP001968,P020,0,False,plain
N004109,OPP001968,P088,1,True,plain
N004110,OPP001968,P031,2,False,shouty
N004111,OPP001968,P111,3,False,shouty
N004112,OPP001969,P002,0,False,nodal_a
N004113,OPP001969,P203,1,False,municipal
N004114,OPP001969,P037,2,False,terse
N004115,OPP001970,P227,0,False,plain
N004116,OPP001970,P240,1,False,shouty
N004117,OPP001970,P003,2,True,nodal_b
N004118,OPP001971,P056,0,False,html_ish
N004119,OPP001972,P228,0,False,html_ish
N004120,OPP001973,P003,0,False,nodal_b
N004121,OPP001974,P240,0,False,shouty
N004122,OPP001974,P006,1,True,nodal_b
N004123,OPP001974,P081,2,True,municipal
N004124,OPP001974,P137,3,False,html_ish
N004125,OPP001975,P003,0,False,nodal_b
N004126,OPP001975,P094,1,True,plain
N004127,OPP001975,P195,2,False,html_ish
N004128,OPP001975,P225,3,True,municipal
N004129,OPP001975,P120,4,False,legacy
N004130,OPP001975,P006,5,False,nodal_b
N004131,OPP001976,P238,0,False,plain
N004132,OPP001977,P001,0,False,nodal_a
N004133,OPP001977,P003,1,True,nodal_b
N004134,OPP001978,P232,0,False,plain
N004135,OPP001978,P003,1,True,nodal_b
N004136,OPP001979,P020,0,False,plain
N004137,OPP001980,P001,0,False,nodal_a
N004138,OPP001981,P229,0,False,html_ish
N004139,OPP001982,P095,0,False,html_ish
N004140,OPP001982,P006,1,False,nodal_b
N004141,OPP001983,P111,0,False,shouty
N004142,OPP001984,P094,0,False,plain
N004143,OPP001985,P232,0,False,plain
N004144,OPP001985,P001,1,True,nodal_a
N004145,OPP001986,P020,0,False,plain
N004146,OPP001987,P195,0,False,html_ish
N004147,OPP001988,P004,0,False,nodal_b
N004148,OPP001989,P094,0,False,plain
N004149,OPP001990,P238,0,False,plain
N004150,OPP001991,P031,0,False,shouty
N004151,OPP001992,P002,0,False,nodal_a
N004152,OPP001992,P019,1,True,municipal
N004153,OPP001992,P220,2,False,html_ish
N004154,OPP001992,P072,3,False,html_ish
N004155,OPP001993,P084,0,False,terse
N004156,OPP001994,P005,0,False,nodal_a
N004157,OPP001994,P061,1,True,html_ish
N004158,OPP001994,P104,2,True,plain
N004159,OPP001994,P094,3,False,plain
N004160,OPP001995,P094,0,False,plain
N004161,OPP001996,P094,0,False,plain
N004162,OPP001996,P221,1,True,terse
N004163,OPP001996,P005,2,False,nodal_a
N004164,OPP001996,P229,3,False,html_ish
N004165,OPP001996,P218,4,False,legacy
N004166,OPP001996,P043,5,False,plain
N004167,OPP001997,P003,0,False,nodal_b
N004168,OPP001998,P001,0,False,nodal_a
N004169,OPP001998,P027,1,False,plain
N004170,OPP001999,P001,0,False,nodal_a
N004171,OPP002000,P099,0,False,html_ish
N004172,OPP002000,P184,1,True,legacy
N004173,OPP002000,P090,2,True,terse
N004174,OPP002001,P135,0,False,html_ish
N004175,OPP002001,P094,1,False,plain
N004176,OPP002001,P004,2,True,nodal_b
N004177,OPP002001,P240,3,False,shouty
N004178,OPP002002,P006,0,False,nodal_b
N004179,OPP002002,P246,1,False,plain
N004180,OPP002002,P004,2,True,nodal_b
N004181,OPP002002,P003,3,True,nodal_b
N004182,OPP002002,P094,4,True,plain
N004183,OPP002002,P020,5,False,plain
N004184,OPP002003,P002,0,False,nodal_a
N004185,OPP002003,P257,1,True,html_ish
N004186,OPP002004,P004,0,False,nodal_b
N004187,OPP002005,P240,0,False,shouty
N004188,OPP002006,P240,0,False,shouty
N004189,OPP002006,P094,1,True,plain
N004190,OPP002006,P006,2,True,nodal_b
N004191,OPP002006,P004,3,True,nodal_b
N004192,OPP002007,P172,0,False,municipal
N004193,OPP002008,P001,0,False,nodal_a
N004194,OPP002008,P215,1,True,plain
N004195,OPP002008,P006,2,False,nodal_b
N004196,OPP002008,P005,3,True,nodal_a
N004197,OPP002008,P238,4,False,plain
N004198,OPP002009,P005,0,False,nodal_a
N004199,OPP002010,P004,0,False,nodal_b
N004200,OPP002011,P073,0,False,shouty
N004201,OPP002011,P244,1,False,terse
N004202,OPP002011,P093,2,False,municipal
N004203,OPP002011,P094,3,True,plain
